,part,measure,pitch,step,alter,octave,duration,type,dotted,rest,grace,cue,keyboard_step,interval
0,P1,1,C,C,,5,480,quarter,False,False,False,False,52.0,
1,P1,1,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
2,P1,2,G,G,,5,480,quarter,False,False,False,False,59.0,7.0
3,P1,2,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
4,P1,3,A,A,,5,480,quarter,False,False,False,False,61.0,2.0
5,P1,3,A,A,,5,480,quarter,False,False,False,False,61.0,0.0
6,P1,4,G,G,,5,480,quarter,False,False,False,False,59.0,-2.0
7,P1,4,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
8,P1,5,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
9,P1,5,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
10,P1,6,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
11,P1,6,E,E,,5,480,quarter,False,False,False,False,56.0,0.0
12,P1,7,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
13,P1,7,D,D,,5,360,eighth,True,False,False,False,54.0,0.0
14,P1,7,E,E,,5,120,16th,False,False,False,False,56.0,2.0
15,P1,8,C,C,,5,960,half,False,False,False,False,52.0,-4.0
16,P1,9,G,G,,5,480,quarter,False,False,False,False,59.0,7.0
17,P1,9,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
18,P1,10,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
19,P1,10,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
20,P1,11,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
21,P1,11,E,E,,5,480,quarter,False,False,False,False,56.0,0.0
22,P1,12,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
23,P1,12,D,D,,5,480,quarter,False,False,False,False,54.0,0.0
24,P1,13,G,G,,5,480,quarter,False,False,False,False,59.0,5.0
25,P1,13,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
26,P1,14,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
27,P1,14,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
28,P1,15,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
29,P1,15,E,E,,5,360,eighth,True,False,False,False,56.0,0.0
30,P1,15,F,F,,5,120,16th,False,False,False,False,57.0,1.0
31,P1,16,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
32,P1,16,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
33,P1,17,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
34,P1,17,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
35,P1,18,G,G,,5,480,quarter,False,False,False,False,59.0,7.0
36,P1,18,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
37,P1,19,A,A,,5,480,quarter,False,False,False,False,61.0,2.0
38,P1,19,A,A,,5,480,quarter,False,False,False,False,61.0,0.0
39,P1,20,G,G,,5,480,quarter,False,False,False,False,59.0,-2.0
40,P1,20,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
41,P1,21,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
42,P1,21,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
43,P1,22,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
44,P1,22,E,E,,5,480,quarter,False,False,False,False,56.0,0.0
45,P1,23,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
46,P1,23,D,D,,5,360,eighth,True,False,False,False,54.0,0.0
47,P1,23,E,E,,5,120,16th,False,False,False,False,56.0,2.0
48,P1,24,C,C,,5,960,half,False,False,False,False,52.0,-4.0
49,P1,25,D,D,,5,120,16th,False,False,False,False,54.0,2.0
50,P1,25,C,C,,5,120,16th,False,False,False,False,52.0,-2.0
51,P1,25,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
52,P1,25,C,C,,5,120,16th,False,False,False,False,52.0,1.0
53,P1,25,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
54,P1,25,C,C,,5,120,16th,False,False,False,False,52.0,1.0
55,P1,25,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
56,P1,25,C,C,,5,120,16th,False,False,False,False,52.0,1.0
57,P1,26,A,A,,5,120,16th,False,False,False,False,61.0,9.0
58,P1,26,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
59,P1,26,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
60,P1,26,G,G,,5,120,16th,False,False,False,False,59.0,1.0
61,P1,26,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
62,P1,26,G,G,,5,120,16th,False,False,False,False,59.0,1.0
63,P1,26,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
64,P1,26,G,G,,5,120,16th,False,False,False,False,59.0,1.0
65,P1,27,G#,G,1,5,120,16th,False,False,False,False,60.0,1.0
66,P1,27,A,A,,5,120,16th,False,False,False,False,61.0,1.0
67,P1,27,C,C,,6,120,16th,False,False,False,False,64.0,3.0
68,P1,27,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
69,P1,27,D,D,,6,120,16th,False,False,False,False,66.0,3.0
70,P1,27,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
71,P1,27,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
72,P1,27,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
73,P1,28,A,A,,5,120,16th,False,False,False,False,61.0,0.0
74,P1,28,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
75,P1,28,E,E,,6,120,16th,False,False,False,False,68.0,9.0
76,P1,28,D,D,,6,120,16th,False,False,False,False,66.0,-2.0
77,P1,28,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
78,P1,28,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
79,P1,28,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
80,P1,28,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
81,P1,29,G,G,,5,120,16th,False,False,False,False,59.0,0.0
82,P1,29,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
83,P1,29,D,D,,6,120,16th,False,False,False,False,66.0,9.0
84,P1,29,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
85,P1,29,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
86,P1,29,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
87,P1,29,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
88,P1,29,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
89,P1,30,F,F,,5,120,16th,False,False,False,False,57.0,0.0
90,P1,30,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
91,P1,30,C,C,,6,120,16th,False,False,False,False,64.0,8.0
92,P1,30,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
93,P1,30,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
94,P1,30,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
95,P1,30,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
96,P1,30,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
97,P1,31,D,D,,5,240,eighth,False,False,False,False,54.0,-2.0
98,P1,31,A,A,,5,240,eighth,False,False,False,False,61.0,7.0
99,P1,31,G,G,,5,240,eighth,False,False,False,False,59.0,-2.0
100,P1,31,B,B,,4,240,eighth,False,False,False,False,51.0,-8.0
101,P1,32,C,C,,5,480,quarter,False,False,False,False,52.0,1.0
102,P1,32,,,,,480,quarter,False,True,False,False,,
103,P1,33,C,C,,5,480,quarter,False,False,False,False,52.0,
104,P1,33,,,,,480,quarter,False,True,False,False,,
105,P1,34,A,A,,5,120,16th,False,False,False,False,61.0,
106,P1,34,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
107,P1,34,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
108,P1,34,G,G,,5,120,16th,False,False,False,False,59.0,1.0
109,P1,34,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
110,P1,34,G,G,,5,120,16th,False,False,False,False,59.0,1.0
111,P1,34,A,A,,5,120,16th,False,False,False,False,61.0,2.0
112,P1,34,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
113,P1,35,G,G,,5,120,16th,False,False,False,False,59.0,0.0
114,P1,35,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
115,P1,35,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
116,P1,35,F,F,,5,120,16th,False,False,False,False,57.0,1.0
117,P1,35,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
118,P1,35,F,F,,5,120,16th,False,False,False,False,57.0,1.0
119,P1,35,G,G,,5,120,16th,False,False,False,False,59.0,2.0
120,P1,35,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
121,P1,36,F,F,,5,120,16th,False,False,False,False,57.0,0.0
122,P1,36,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
123,P1,36,D#,D,1,5,120,16th,False,False,False,False,55.0,-1.0
124,P1,36,E,E,,5,120,16th,False,False,False,False,56.0,1.0
125,P1,36,D#,D,1,5,120,16th,False,False,False,False,55.0,-1.0
126,P1,36,E,E,,5,120,16th,False,False,False,False,56.0,1.0
127,P1,36,F,F,,5,120,16th,False,False,False,False,57.0,1.0
128,P1,36,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
129,P1,37,E,E,,5,120,16th,False,False,False,False,56.0,0.0
130,P1,37,D,D,,5,120,16th,False,False,False,False,54.0,-2.0
131,P1,37,C#,C,1,5,120,16th,False,False,False,False,53.0,-1.0
132,P1,37,D,D,,5,120,16th,False,False,False,False,54.0,1.0
133,P1,37,C#,C,1,5,120,16th,False,False,False,False,53.0,-1.0
134,P1,37,D,D,,5,120,16th,False,False,False,False,54.0,1.0
135,P1,37,E,E,,5,120,16th,False,False,False,False,56.0,2.0
136,P1,37,D,D,,5,120,16th,False,False,False,False,54.0,-2.0
137,P1,38,A,A,,5,120,16th,False,False,False,False,61.0,7.0
138,P1,38,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
139,P1,38,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
140,P1,38,G,G,,5,120,16th,False,False,False,False,59.0,1.0
141,P1,38,E,E,,6,120,16th,False,False,False,False,68.0,9.0
142,P1,38,C,C,,6,120,16th,False,False,False,False,64.0,-4.0
143,P1,38,A,A,,5,120,16th,False,False,False,False,61.0,-3.0
144,P1,38,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
145,P1,39,G,G,,5,120,16th,False,False,False,False,59.0,0.0
146,P1,39,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
147,P1,39,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
148,P1,39,F,F,,5,120,16th,False,False,False,False,57.0,1.0
149,P1,39,D,D,,6,120,16th,False,False,False,False,66.0,9.0
150,P1,39,B,B,,5,120,16th,False,False,False,False,63.0,-3.0
151,P1,39,G,G,,5,120,16th,False,False,False,False,59.0,-4.0
152,P1,39,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
153,P1,40,F,F,,5,120,16th,False,False,False,False,57.0,0.0
154,P1,40,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
155,P1,40,D#,D,1,5,120,16th,False,False,False,False,55.0,-1.0
156,P1,40,E,E,,5,120,16th,False,False,False,False,56.0,1.0
157,P1,40,C,C,,6,120,16th,False,False,False,False,64.0,8.0
158,P1,40,G,G,,5,120,16th,False,False,False,False,59.0,-5.0
159,P1,40,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
160,P1,40,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
161,P1,41,G,G,,5,360,eighth,True,False,False,False,59.0,3.0
162,P1,41,E,E,,5,120,16th,False,False,False,False,56.0,-3.0
163,P1,41,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
164,P1,42,D,D,,5,120,16th,False,False,False,False,54.0,0.0
165,P1,42,C,C,,5,120,16th,False,False,False,False,52.0,-2.0
166,P1,42,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
167,P1,42,C,C,,5,120,16th,False,False,False,False,52.0,1.0
168,P1,42,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
169,P1,42,C,C,,5,120,16th,False,False,False,False,52.0,1.0
170,P1,42,B,B,,4,120,16th,False,False,False,False,51.0,-1.0
171,P1,42,C,C,,5,120,16th,False,False,False,False,52.0,1.0
172,P1,43,A,A,,5,120,16th,False,False,False,False,61.0,9.0
173,P1,43,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
174,P1,43,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
175,P1,43,G,G,,5,120,16th,False,False,False,False,59.0,1.0
176,P1,43,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
177,P1,43,G,G,,5,120,16th,False,False,False,False,59.0,1.0
178,P1,43,F#,F,1,5,120,16th,False,False,False,False,58.0,-1.0
179,P1,43,G,G,,5,120,16th,False,False,False,False,59.0,1.0
180,P1,44,G#,G,1,5,120,16th,False,False,False,False,60.0,1.0
181,P1,44,A,A,,5,120,16th,False,False,False,False,61.0,1.0
182,P1,44,C,C,,6,120,16th,False,False,False,False,64.0,3.0
183,P1,44,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
184,P1,44,D,D,,6,120,16th,False,False,False,False,66.0,3.0
185,P1,44,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
186,P1,44,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
187,P1,44,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
188,P1,45,A,A,,5,120,16th,False,False,False,False,61.0,0.0
189,P1,45,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
190,P1,45,E,E,,6,120,16th,False,False,False,False,68.0,9.0
191,P1,45,D,D,,6,120,16th,False,False,False,False,66.0,-2.0
192,P1,45,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
193,P1,45,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
194,P1,45,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
195,P1,45,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
196,P1,46,G,G,,5,120,16th,False,False,False,False,59.0,0.0
197,P1,46,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
198,P1,46,D,D,,6,120,16th,False,False,False,False,66.0,9.0
199,P1,46,C,C,,6,120,16th,False,False,False,False,64.0,-2.0
200,P1,46,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
201,P1,46,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
202,P1,46,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
203,P1,46,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
204,P1,47,F,F,,5,120,16th,False,False,False,False,57.0,0.0
205,P1,47,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
206,P1,47,C,C,,6,120,16th,False,False,False,False,64.0,8.0
207,P1,47,B,B,,5,120,16th,False,False,False,False,63.0,-1.0
208,P1,47,A,A,,5,120,16th,False,False,False,False,61.0,-2.0
209,P1,47,G,G,,5,120,16th,False,False,False,False,59.0,-2.0
210,P1,47,F,F,,5,120,16th,False,False,False,False,57.0,-2.0
211,P1,47,E,E,,5,120,16th,False,False,False,False,56.0,-1.0
212,P1,48,D,D,,5,240,eighth,False,False,False,False,54.0,-2.0
213,P1,48,A,A,,5,240,eighth,False,False,False,False,61.0,7.0
214,P1,48,G,G,,5,240,eighth,False,False,False,False,59.0,-2.0
215,P1,48,B,B,,4,240,eighth,False,False,False,False,51.0,-8.0
216,P1,49,C,C,,5,480,quarter,False,False,False,False,52.0,1.0
217,P1,49,,,,,480,quarter,False,True,False,False,,
218,P1,50,,,,,960,whole,False,True,False,False,,
219,P1,50,,,,,960,whole,False,True,False,False,,
220,P1,50,C,C,,5,480,quarter,False,False,False,False,52.0,
221,P1,50,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
222,P1,51,,,,,960,whole,False,True,False,False,,
223,P1,51,G,G,,5,480,quarter,False,False,False,False,59.0,
224,P1,51,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
225,P1,51,C,C,,5,480,quarter,False,False,False,False,52.0,-7.0
226,P1,51,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
227,P1,52,A,A,,5,960,half,False,False,False,False,61.0,9.0
228,P1,52,G,G,,5,480,quarter,False,False,False,False,59.0,-2.0
229,P1,52,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
230,P1,52,C,C,,5,960,half,False,False,False,False,52.0,-5.0
231,P1,53,G,G,,5,960,half,False,False,False,False,59.0,7.0
232,P1,53,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
233,P1,53,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
234,P1,53,C,C,,5,960,half,False,False,False,False,52.0,-4.0
235,P1,54,F,F,,5,480,quarter,False,False,False,False,57.0,5.0
236,P1,54,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
237,P1,54,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
238,P1,54,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
239,P1,54,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
240,P1,54,G,G,,4,480,quarter,False,False,False,False,47.0,-5.0
241,P1,55,E,E,,5,480,quarter,False,False,False,False,56.0,9.0
242,P1,55,E,E,,5,480,quarter,False,False,False,False,56.0,0.0
243,P1,55,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
244,P1,55,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
245,P1,55,G,G,,4,480,quarter,False,False,False,False,47.0,-5.0
246,P1,55,A,A,,4,480,quarter,False,False,False,False,49.0,2.0
247,P1,56,D,D,,5,480,quarter,False,False,False,False,54.0,5.0
248,P1,56,D,D,,5,480,quarter,False,False,False,False,54.0,0.0
249,P1,56,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
250,P1,56,D,D,,5,480,quarter,False,False,False,False,54.0,2.0
251,P1,56,A,A,,4,480,quarter,False,False,False,False,49.0,-5.0
252,P1,56,G,G,,4,360,eighth,True,False,False,False,47.0,-2.0
253,P1,56,F,F,,4,120,16th,False,False,False,False,45.0,-2.0
254,P1,57,C,C,,5,480,quarter,False,False,False,False,52.0,7.0
255,P1,57,,,,,480,quarter,False,True,False,False,,
256,P1,57,G,G,,4,480,quarter,False,False,False,False,47.0,
257,P1,57,E,E,,4,480,quarter,False,False,False,False,44.0,-3.0
258,P1,58,,,,,960,whole,False,True,False,False,,
259,P1,58,G,G,,5,480,quarter,False,False,False,False,59.0,
260,P1,58,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
261,P1,58,C,C,,5,480,quarter,False,False,False,False,52.0,-7.0
262,P1,58,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
263,P1,59,,,,,960,whole,False,True,False,False,,
264,P1,59,F,F,,5,480,quarter,False,False,False,False,57.0,
265,P1,59,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
266,P1,59,C,C,,5,480,quarter,False,False,False,False,52.0,-5.0
267,P1,59,B,B,,4,480,quarter,False,False,False,False,51.0,-1.0
268,P1,60,,,,,960,whole,False,True,False,False,,
269,P1,60,E,E,,5,360,eighth,True,False,False,False,56.0,
270,P1,60,,,,,120,16th,False,True,False,False,,
271,P1,60,,,,,480,quarter,False,True,False,False,,
272,P1,60,C,C,,5,360,eighth,True,False,False,False,52.0,
273,P1,60,D,D,,5,120,16th,False,False,False,False,54.0,2.0
274,P1,60,E,E,,5,360,eighth,True,False,False,False,56.0,2.0
275,P1,60,F,F,,5,120,16th,False,False,False,False,57.0,1.0
276,P1,61,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
277,P1,61,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
278,P1,61,B,B,,4,960,half,False,False,False,False,51.0,-3.0
279,P1,62,,,,,960,whole,False,True,False,False,,
280,P1,62,G,G,,5,480,quarter,False,False,False,False,59.0,
281,P1,62,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
282,P1,62,C,C,,5,480,quarter,False,False,False,False,52.0,-7.0
283,P1,62,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
284,P1,63,,,,,960,whole,False,True,False,False,,
285,P1,63,F,F,,5,480,quarter,False,False,False,False,57.0,
286,P1,63,F,F,,5,480,quarter,False,False,False,False,57.0,0.0
287,P1,63,C,C,,5,480,quarter,False,False,False,False,52.0,-5.0
288,P1,63,B,B,,4,480,quarter,False,False,False,False,51.0,-1.0
289,P1,64,,,,,960,whole,False,True,False,False,,
290,P1,64,G,G,,4,360,eighth,True,False,False,False,47.0,
291,P1,64,E,E,,5,360,eighth,True,False,False,False,56.0,9.0
292,P1,64,D,D,,5,120,16th,False,False,False,False,54.0,-2.0
293,P1,64,E,E,,5,360,eighth,True,False,False,False,56.0,2.0
294,P1,64,F,F,,5,120,16th,False,False,False,False,57.0,1.0
295,P1,65,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
296,P1,65,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
297,P1,65,G,G,,4,960,half,False,False,False,False,47.0,-7.0
298,P1,66,E,E,,4,480,quarter,False,False,False,False,44.0,-3.0
299,P1,66,G,G,,4,480,quarter,False,False,False,False,47.0,3.0
300,P1,66,C,C,,5,480,quarter,False,False,False,False,52.0,5.0
301,P1,66,C,C,,5,360,eighth,True,False,False,False,52.0,0.0
302,P1,66,B,B,,4,60,32nd,False,False,False,False,51.0,-1.0
303,P1,66,C,C,,5,60,32nd,False,False,False,False,52.0,1.0
304,P1,66,,,,,960,whole,False,True,False,False,,
305,P1,66,,,,,960,whole,False,True,False,False,,
306,P1,67,,,,,960,whole,False,True,False,False,,
307,P1,67,G,G,,5,480,quarter,False,False,False,False,59.0,
308,P1,67,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
309,P1,67,,,,,480,quarter,False,True,False,False,,
310,P1,67,C,C,,5,480,quarter,False,False,False,False,52.0,
311,P1,68,A,A,,5,480,quarter,False,False,False,False,61.0,9.0
312,P1,68,A,A,,5,480,quarter,False,False,False,False,61.0,0.0
313,P1,68,G,G,,5,480,quarter,False,False,False,False,59.0,-2.0
314,P1,68,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
315,P1,68,C,C,,5,480,quarter,False,False,False,False,52.0,-5.0
316,P1,68,C,C,,5,480,quarter,False,False,False,False,52.0,0.0
317,P1,69,G,G,,5,480,quarter,False,False,False,False,59.0,7.0
318,P1,69,G,G,,5,480,quarter,False,False,False,False,59.0,0.0
319,P1,69,F,F,,5,480,quarter,False,False,False,False,57.0,-2.0
320,P1,69,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
321,P1,69,C,C,,5,480,quarter,False,False,False,False,52.0,-4.0
322,P1,69,Bb,B,-1,4,480,quarter,False,False,False,False,50.0,-2.0
323,P1,70,F#,F,1,5,480,quarter,False,False,False,False,58.0,8.0
324,P1,70,F,F,,5,480,quarter,False,False,False,False,57.0,-1.0
325,P1,70,E,E,,5,480,quarter,False,False,False,False,56.0,-1.0
326,P1,70,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
327,P1,70,A,A,,4,480,quarter,False,False,False,False,49.0,-5.0
328,P1,70,Ab,A,-1,4,480,quarter,False,False,False,False,48.0,-1.0
329,P1,71,E,E,,5,480,quarter,False,False,False,False,56.0,8.0
330,P1,71,E,E,,5,480,quarter,False,False,False,False,56.0,0.0
331,P1,71,D,D,,5,480,quarter,False,False,False,False,54.0,-2.0
332,P1,71,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
333,P1,71,G,G,,4,480,quarter,False,False,False,False,47.0,-5.0
334,P1,71,A,A,,4,480,quarter,False,False,False,False,49.0,2.0
335,P1,72,D,D,,5,480,quarter,False,False,False,False,54.0,5.0
336,P1,72,D,D,,5,480,quarter,False,False,False,False,54.0,0.0
337,P1,72,C,C,,5,480,quarter,False,False,False,False,52.0,-2.0
338,P1,72,B,B,,4,480,quarter,False,False,False,False,51.0,-1.0
339,P1,72,A,A,,4,480,quarter,False,False,False,False,49.0,-2.0
340,P1,72,G,G,,4,360,eighth,True,False,False,False,47.0,-2.0
341,P1,72,F,F,,4,120,16th,False,False,False,False,45.0,-2.0
342,P1,73,C,C,,5,480,quarter,False,False,False,False,52.0,7.0
343,P1,73,G,G,,4,480,quarter,False,False,False,False,47.0,-5.0
344,P1,73,E,E,,4,480,quarter,False,False,False,False,44.0,-3.0
345,P1,73,,,,,480,quarter,False,True,False,False,,
346,P1,74,C,C,,4,160,eighth,False,False,False,False,40.0,
347,P1,74,E,E,,4,160,eighth,False,False,False,False,44.0,4.0
348,P1,74,G,G,,4,160,eighth,False,False,False,False,47.0,3.0
349,P1,74,C,C,,5,160,eighth,False,False,False,False,52.0,5.0
350,P1,74,E,E,,5,160,eighth,False,False,False,False,56.0,4.0
351,P1,74,G,G,,5,160,eighth,False,False,False,False,59.0,3.0
352,P1,74,,,,,960,whole,False,True,False,False,,
353,P1,74,,,,,960,whole,False,True,False,False,,
354,P1,75,C,C,,6,160,eighth,False,False,False,False,64.0,
355,P1,75,G,G,,5,160,eighth,False,False,False,False,59.0,-5.0
356,P1,75,F,F,,5,160,eighth,False,False,False,False,57.0,-2.0
357,P1,75,E,E,,5,160,eighth,False,False,False,False,56.0,-1.0
358,P1,75,D,D,,5,160,eighth,False,False,False,False,54.0,-2.0
359,P1,75,C,C,,5,160,eighth,False,False,False,False,52.0,-2.0
360,P1,75,,,,,960,whole,False,True,False,False,,
361,P1,75,,,,,960,whole,False,True,False,False,,
362,P1,76,A,A,,5,160,eighth,False,False,False,False,61.0,
363,P1,76,G#,G,1,5,160,eighth,False,False,False,False,60.0,-1.0
364,P1,76,A,A,,5,160,eighth,False,False,False,False,61.0,1.0
365,P1,76,C,C,,6,160,eighth,False,False,False,False,64.0,3.0
366,P1,76,B,B,,5,160,eighth,False,False,False,False,63.0,-1.0
367,P1,76,A,A,,5,160,eighth,False,False,False,False,61.0,-2.0
368,P1,76,,,,,960,whole,False,True,False,False,,
369,P1,76,,,,,960,whole,False,True,False,False,,
370,P1,77,A,A,,5,160,eighth,False,False,False,False,61.0,
371,P1,77,F#,F,1,5,160,eighth,False,False,False,False,58.0,-3.0
372,P1,77,G,G,,5,160,eighth,False,False,False,False,59.0,1.0
373,P1,77,G,G,,5,160,eighth,False,False,False,False,59.0,0.0
374,P1,77,C,C,,6,160,eighth,False,False,False,False,64.0,5.0
375,P1,77,E,E,,6,160,eighth,False,False,False,False,68.0,4.0
376,P1,77,,,,,960,whole,False,True,False,False,,
377,P1,77,,,,,960,whole,False,True,False,False,,
378,P1,78,E,E,,6,160,eighth,False,False,False,False,68.0,
379,P1,78,F,F,,5,160,eighth,False,False,False,False,57.0,-11.0
380,P1,78,F,F,,5,160,eighth,False,False,False,False,57.0,0.0
381,P1,78,F,F,,5,160,eighth,False,False,False,False,57.0,0.0
382,P1,78,B,B,,5,160,eighth,False,False,False,False,63.0,6.0
383,P1,78,D,D,,6,160,eighth,False,False,False,False,66.0,3.0
384,P1,78,,,,,960,whole,False,True,False,False,,
385,P1,79,D,D,,6,160,eighth,False,False,False,False,66.0,
386,P1,79,E,E,,5,160,eighth,False,False,False,False,56.0,-10.0
387,P1,79,E,E,,5,160,eighth,False,False,False,False,56.0,0.0
388,P1,79,E,E,,5,160,eighth,False,False,False,False,56.0,0.0
389,P1,79,A,A,,5,160,eighth,False,False,False,False,61.0,5.0
390,P1,79,C,C,,6,160,eighth,False,False,False,False,64.0,3.0
391,P1,79,,,,,960,whole,False,True,False,False,,
392,P1,80,C,C,,6,160,eighth,False,False,False,False,64.0,
393,P1,80,D,D,,5,160,eighth,False,False,False,False,54.0,-10.0
394,P1,80,A,A,,5,160,eighth,False,False,False,False,61.0,7.0
395,P1,80,A,A,,5,160,eighth,False,False,False,False,61.0,0.0
