part,instrument,measure,pitch,step,alter,octave,duration,type,dotted,rest
P1,Recorder,32,F,F,,6,2,eighth,False,False
P1,Recorder,32,Eb,E,-1,6,1,16th,False,False
P1,Recorder,32,G,G,,6,1,16th,False,False
P1,Recorder,32,F,F,,6,2,eighth,False,False
P1,Recorder,33,Eb,E,-1,6,2,eighth,False,False
P1,Recorder,33,D,D,,6,2,eighth,False,False
P1,Recorder,33,,,,,4,quarter,False,True
P1,Recorder,33,D,D,,5,4,quarter,False,False
P1,Recorder,34,D,D,,5,2,eighth,False,False
P1,Recorder,34,C,C,,5,2,eighth,False,False
P1,Recorder,34,,,,,4,quarter,False,True
P1,Recorder,34,,,,,4,quarter,False,True
P1,Recorder,35,,,,,4,quarter,False,True
P1,Recorder,35,G,G,,5,4,quarter,False,False
P1,Recorder,35,C,C,,6,4,quarter,False,False
P1,Recorder,36,C,C,,6,2,eighth,False,False
P1,Recorder,36,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,36,,,,,4,quarter,False,True
P1,Recorder,36,Bb,B,-1,5,4,quarter,False,False
P1,Recorder,37,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,37,A,A,,5,2,eighth,False,False
P1,Recorder,37,,,,,4,quarter,False,True
P1,Recorder,37,D,D,,6,4,quarter,False,False
P1,Recorder,38,Eb,E,-1,6,6,quarter,True,False
P1,Recorder,38,D,D,,6,2,eighth,False,False
P1,Recorder,38,C,C,,6,1,16th,False,False
P1,Recorder,38,G,G,,6,1,16th,False,False
P1,Recorder,38,F,F,,6,2,eighth,False,False
P1,Recorder,39,Eb,E,-1,6,2,eighth,False,False
P1,Recorder,39,D,D,,6,2,eighth,False,False
P1,Recorder,39,C,C,,6,2,eighth,False,False
P1,Recorder,39,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,39,A,A,,5,2,eighth,False,False
P1,Recorder,39,G,G,,5,2,eighth,False,False
P1,Recorder,40,C,C,,6,6,quarter,True,False
P1,Recorder,40,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,40,A,A,,5,1,16th,False,False
P1,Recorder,40,C,C,,6,1,16th,False,False
P1,Recorder,40,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,41,A,A,,5,2,eighth,False,False
P1,Recorder,41,G,G,,5,2,eighth,False,False
P1,Recorder,41,,,,,4,quarter,False,True
P1,Recorder,41,Eb,E,-1,6,4,quarter,False,False
P1,Recorder,42,Eb,E,-1,6,2,eighth,False,False
P1,Recorder,42,D,D,,6,2,eighth,False,False
P1,Recorder,42,C,C,,6,2,eighth,False,False
P1,Recorder,42,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,42,C,C,,6,1,16th,False,False
P1,Recorder,42,Eb,E,-1,6,1,16th,False,False
P1,Recorder,42,D,D,,6,2,eighth,False,False
P1,Recorder,43,C,C,,6,2,eighth,False,False
P1,Recorder,43,Bb,B,-1,5,2,eighth,False,False
P1,Recorder,43,A,A,,5,2,eighth,False,False
P1,Recorder,43,G,G,,5,2,eighth,False,False
P1,Recorder,43,,,,,4,quarter,False,True
P1,Recorder,44,,,,,4,quarter,False,True
P1,Recorder,44,,,,,4,quarter,False,True
P1,Recorder,44,Bb,B,-1,4,4,quarter,False,False
P1,Recorder,45,Bb,B,-1,4,2,eighth,False,False
P1,Recorder,45,A,A,,4,2,eighth,False,False
P1,Recorder,45,,,,,4,quarter,False,True
P1,Recorder,45,G,G,,5,4,quarter,False,False
P1,Recorder,46,G,G,,5,2,eighth,False,False
P1,Recorder,46,F,F,,5,2,eighth,False,False
P1,Recorder,46,,,,,4,quarter,False,True
P1,Recorder,46,,,,,4,quarter,False,True
P1,Recorder,47,,,,,4,quarter,False,True
P1,Recorder,47,,,,,4,quarter,False,True
P1,Recorder,47,G,G,,4,4,quarter,False,False
P1,Recorder,48,G,G,,4,2,eighth,False,False
P1,Recorder,48,F,F,,4,2,eighth,False,False
P1,Recorder,48,,,,,4,quarter,False,True
P1,Recorder,48,F,F,,5,4,quarter,False,False
P1,Recorder,49,F,F,,5,2,eighth,False,False
P1,Recorder,49,E,E,,5,2,eighth,False,False
P1,Recorder,49,,,,,4,quarter,False,True
P1,Recorder,49,,,,,4,quarter,False,True
P1,Recorder,50,,,,,4,quarter,False,True
P1,Recorder,50,A,A,,5,4,quarter,False,False
P1,Recorder,50,C,C,,6,4,quarter,False,False
P1,Recorder,51,C,C,,6,2,eighth,False,False
P1,Recorder,51,B,B,,5,2,eighth,False,False
P1,Recorder,51,,,,,4,quarter,False,True
P1,Recorder,51,B,B,,5,4,quarter,False,False
P1,Recorder,52,B,B,,5,2,eighth,False,False
P1,Recorder,52,C,C,,6,2,eighth,False,False
P1,Recorder,52,,,,,4,quarter,False,True
P1,Recorder,52,,,,,4,quarter,False,True
P1,Recorder,53,,,,,4,quarter,False,True
P1,Recorder,53,C,C,,5,4,quarter,False,False
P1,Recorder,53,Eb,E,-1,5,4,quarter,False,False
P1,Recorder,54,Eb,E,-1,5,2,eighth,False,False
P1,Recorder,54,D,D,,5,2,eighth,False,False
P1,Recorder,54,,,,,4,quarter,False,True
P1,Recorder,54,F,F,,5,4,quarter,False,False
P1,Recorder,55,F,F,,5,2,eighth,False,False
P1,Recorder,55,E,E,,5,2,eighth,False,False
P1,Recorder,55,,,,,4,quarter,False,True
P1,Recorder,55,,,,,4,quarter,False,True
P1,Recorder,56,,,,,4,quarter,False,True
P1,Recorder,56,E,E,,5,4,quarter,False,False
P1,Recorder,56,G,G,,5,4,quarter,False,False
P1,Recorder,57,G,G,,5,2,eighth,False,False
P1,Recorder,57,F,F,,5,2,eighth,False,False
P1,Recorder,57,,,,,4,quarter,False,True
P1,Recorder,57,F,F,,5,4,quarter,False,False
P1,Recorder,58,F,F,,5,2,eighth,False,False
P1,Recorder,58,E,E,,5,2,eighth,False,False
P1,Recorder,58,,,,,4,quarter,False,True
P1,Recorder,58,E,E,,5,2,eighth,False,False
P1,Recorder,58,F,F,,5,1,16th,False,False
P1,Recorder,58,G,G,,5,1,16th,False,False
P1,Recorder,59,E,E,,5,2,eighth,False,False
P1,Recorder,59,D,D,,5,2,eighth,False,False
P1,Recorder,59,,,,,4,quarter,False,True
P1,Recorder,59,D,D,,5,4,quarter,False,False
P1,Recorder,60,D,D,,5,2,eighth,False,False
P1,Recorder,60,C#,C,1,5,2,eighth,False,False
P1,Recorder,60,,,,,4,quarter,False,True
P1,Recorder,60,C#,C,1,5,4,quarter,False,False
P1,Recorder,61,C#,C,1,5,2,eighth,False,False
P1,Recorder,61,D,D,,5,2,eighth,False,False
P1,Recorder,61,,,,,4,quarter,False,True
P1,Recorder,61,D,D,,5,4,quarter,False,False
P1,Recorder,62,D,D,,5,6,quarter,True,False
P1,Recorder,62,E,E,,5,2,eighth,False,False
P1,Recorder,62,A,A,,4,1,16th,False,False
P1,Recorder,62,D,D,,5,1,16th,False,False
P1,Recorder,62,C#,C,1,5,2,eighth,False,False
P1,Recorder,63,G,G,,5,4,quarter,False,False
P1,Recorder,63,G,G,,5,1,16th,False,False
P1,Recorder,63,Bb,B,-1,5,1,16th,False,False
P1,Recorder,63,A,A,,5,2,eighth,False,False
P1,Recorder,63,G,G,,5,,eighth,False,False
P1,Recorder,63,F,F,,5,4,quarter,False,False
P1,Recorder,64,F,F,,5,1,16th,False,False
P1,Recorder,64,C#,C,1,5,1,16th,False,False
P1,Recorder,64,D,D,,5,2,eighth,False,False
P1,Recorder,64,D,D,,5,4,quarter,False,False
P1,Recorder,64,C#,C,1,5,3,eighth,True,False
P1,Recorder,64,D,D,,5,1,16th,False,False
P1,Recorder,65,D,D,,5,12,half,True,False
P2,Oboe,1,,,,,12,,False,True
P2,Oboe,2,,,,,12,,False,True
P2,Oboe,3,,,,,4,quarter,False,True
P2,Oboe,3,,,,,4,quarter,False,True
P2,Oboe,3,A,A,,4,4,quarter,False,False
P2,Oboe,4,Bb,B,-1,4,6,quarter,True,False
P2,Oboe,4,A,A,,4,2,eighth,False,False
P2,Oboe,4,G,G,,4,1,16th,False,False
P2,Oboe,4,Bb,B,-1,4,1,16th,False,False
P2,Oboe,4,A,A,,4,2,eighth,False,False
P2,Oboe,5,F,F,,4,4,quarter,False,False
P2,Oboe,5,E,E,,4,2,eighth,False,False
P2,Oboe,5,D,D,,4,2,eighth,False,False
P2,Oboe,5,F,F,,5,4,quarter,False,False
P2,Oboe,6,F,F,,5,2,eighth,False,False
P2,Oboe,6,E,E,,5,2,eighth,False,False
P2,Oboe,6,,,,,4,quarter,False,True
P2,Oboe,6,E,E,,5,2,eighth,False,False
P2,Oboe,6,F,F,,5,1,16th,False,False
P2,Oboe,6,G,G,,5,1,16th,False,False
P2,Oboe,7,E,E,,5,2,eighth,False,False
P2,Oboe,7,D,D,,5,2,eighth,False,False
P2,Oboe,7,,,,,4,quarter,False,True
P2,Oboe,7,F,F,,4,4,quarter,False,False
P2,Oboe,8,F,F,,4,2,eighth,False,False
P2,Oboe,8,E,E,,4,2,eighth,False,False
P2,Oboe,8,,,,,4,quarter,False,True
P2,Oboe,8,,,,,4,quarter,False,True
P2,Oboe,9,,,,,4,quarter,False,True
P2,Oboe,9,,,,,4,quarter,False,True
P2,Oboe,9,E,E,,5,4,quarter,False,False
P2,Oboe,10,F,F,,5,6,quarter,True,False
P2,Oboe,10,E,E,,5,2,eighth,False,False
P2,Oboe,10,D,D,,5,1,16th,False,False
P2,Oboe,10,A,A,,5,1,16th,False,False
P2,Oboe,10,G,G,,5,2,eighth,False,False
P2,Oboe,11,F,F,,5,2,eighth,False,False
P2,Oboe,11,E,E,,5,2,eighth,False,False
P2,Oboe,11,D,D,,5,2,eighth,False,False
P2,Oboe,11,C,C,,5,2,eighth,False,False
P2,Oboe,11,B,B,,4,2,eighth,False,False
P2,Oboe,11,A,A,,4,2,eighth,False,False
P2,Oboe,12,D,D,,5,6,quarter,True,False
P2,Oboe,12,C,C,,5,2,eighth,False,False
P2,Oboe,12,B,B,,4,1,16th,False,False
P2,Oboe,12,D,D,,5,1,16th,False,False
P2,Oboe,12,C,C,,5,2,eighth,False,False
P2,Oboe,13,B,B,,4,2,eighth,False,False
P2,Oboe,13,A,A,,4,2,eighth,False,False
P2,Oboe,13,,,,,4,quarter,False,True
P2,Oboe,13,F,F,,5,4,quarter,False,False
P2,Oboe,14,F,F,,5,2,eighth,False,False
P2,Oboe,14,E,E,,5,2,eighth,False,False
P2,Oboe,14,D,D,,5,2,eighth,False,False
P2,Oboe,14,C,C,,5,2,eighth,False,False
P2,Oboe,14,D,D,,5,1,16th,False,False
P2,Oboe,14,F,F,,5,1,16th,False,False
P2,Oboe,14,E,E,,5,2,eighth,False,False
P2,Oboe,15,D,D,,5,2,eighth,False,False
P2,Oboe,15,C,C,,5,2,eighth,False,False
P2,Oboe,15,B,B,,4,2,eighth,False,False
P2,Oboe,15,A,A,,4,2,eighth,False,False
P2,Oboe,15,C,C,,5,4,quarter,False,False
P2,Oboe,16,D,D,,5,6,quarter,True,False
P2,Oboe,16,E,E,,5,1,16th,False,False
P2,Oboe,16,F,F,,5,1,16th,False,False
P2,Oboe,16,E,E,,5,1,16th,False,False
P2,Oboe,16,G,G,,5,1,16th,False,False
P2,Oboe,16,F,F,,5,2,eighth,False,False
P2,Oboe,17,F,F,,5,4,quarter,False,False
P2,Oboe,17,E,E,,5,2,eighth,False,False
P2,Oboe,17,D,D,,5,2,eighth,False,False
P2,Oboe,17,C,C,,5,2,eighth,False,False
P2,Oboe,17,D,D,,5,2,eighth,False,False
P2,Oboe,18,C,C,,5,2,eighth,False,False
P2,Oboe,18,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,18,,,,,4,quarter,False,True
P2,Oboe,18,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,18,C,C,,5,1,16th,False,False
P2,Oboe,18,D,D,,5,1,16th,False,False
P2,Oboe,19,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,19,A,A,,4,2,eighth,False,False
P2,Oboe,19,,,,,4,quarter,False,True
P2,Oboe,19,A,A,,4,4,quarter,False,False
P2,Oboe,20,A,A,,4,2,eighth,False,False
P2,Oboe,20,G,G,,4,2,eighth,False,False
P2,Oboe,20,,,,,4,quarter,False,True
P2,Oboe,20,G,G,,4,2,eighth,False,False
P2,Oboe,20,A,A,,4,1,16th,False,False
P2,Oboe,20,Bb,B,-1,4,1,16th,False,False
P2,Oboe,21,G,G,,4,2,eighth,False,False
P2,Oboe,21,F,F,,4,2,eighth,False,False
P2,Oboe,21,,,,,4,quarter,False,True
P2,Oboe,21,D,D,,5,4,quarter,False,False
P2,Oboe,22,D,D,,5,2,eighth,False,False
P2,Oboe,22,C,C,,5,2,eighth,False,False
P2,Oboe,22,C,C,,5,2,eighth,False,False
P2,Oboe,22,B,B,,4,2,eighth,False,False
P2,Oboe,22,B,B,,4,2,eighth,False,False
P2,Oboe,22,A,A,,4,1,16th,False,False
P2,Oboe,22,B,B,,4,1,16th,False,False
P2,Oboe,23,C,C,,5,4,quarter,False,False
P2,Oboe,23,,,,,4,quarter,False,True
P2,Oboe,23,,,,,4,quarter,False,True
P2,Oboe,24,,,,,12,,False,True
P2,Oboe,25,,,,,12,,False,True
P2,Oboe,26,,,,,12,,False,True
P2,Oboe,27,,,,,4,quarter,False,True
P2,Oboe,27,,,,,4,quarter,False,True
P2,Oboe,27,A,A,,4,4,quarter,False,False
P2,Oboe,28,Bb,B,-1,4,6,quarter,True,False
P2,Oboe,28,A,A,,4,2,eighth,False,False
P2,Oboe,28,G,G,,4,1,16th,False,False
P2,Oboe,28,Bb,B,-1,4,1,16th,False,False
P2,Oboe,28,A,A,,4,2,eighth,False,False
P2,Oboe,29,F,F,,4,4,quarter,False,False
P2,Oboe,29,E,E,,4,2,eighth,False,False
P2,Oboe,29,D,D,,4,2,eighth,False,False
P2,Oboe,29,F,F,,5,4,quarter,False,False
P2,Oboe,30,F,F,,5,2,eighth,False,False
P2,Oboe,30,Eb,E,-1,5,2,eighth,False,False
P2,Oboe,30,,,,,4,quarter,False,True
P2,Oboe,30,Eb,E,-1,5,2,eighth,False,False
P2,Oboe,30,F,F,,5,1,16th,False,False
P2,Oboe,30,G,G,,5,1,16th,False,False
P2,Oboe,31,Eb,E,-1,5,2,eighth,False,False
P2,Oboe,31,D,D,,5,2,eighth,False,False
P2,Oboe,31,,,,,4,quarter,False,True
P2,Oboe,31,D,D,,5,4,quarter,False,False
P2,Oboe,32,D,D,,5,2,eighth,False,False
P2,Oboe,32,C,C,,5,2,eighth,False,False
P2,Oboe,32,,,,,4,quarter,False,True
P2,Oboe,32,C,C,,5,2,eighth,False,False
P2,Oboe,32,D,D,,5,1,16th,False,False
P2,Oboe,32,Eb,E,-1,5,1,16th,False,False
P2,Oboe,33,C,C,,5,2,eighth,False,False
P2,Oboe,33,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,33,F,F,,5,4,quarter,False,False
P2,Oboe,33,Bb,B,-1,5,4,quarter,False,False
P2,Oboe,34,Bb,B,-1,5,2,eighth,False,False
P2,Oboe,34,A,A,,5,2,eighth,False,False
P2,Oboe,34,,,,,4,quarter,False,True
P2,Oboe,34,A,A,,5,4,quarter,False,False
P2,Oboe,35,A,A,,5,2,eighth,False,False
P2,Oboe,35,G,G,,5,2,eighth,False,False
P2,Oboe,35,,,,,4,quarter,False,True
P2,Oboe,35,,,,,4,quarter,False,True
P2,Oboe,36,,,,,4,quarter,False,True
P2,Oboe,36,D,D,,5,4,quarter,False,False
P2,Oboe,36,G,G,,5,4,quarter,False,False
P2,Oboe,37,G,G,,5,2,eighth,False,False
P2,Oboe,37,F#,F,1,5,2,eighth,False,False
P2,Oboe,37,,,,,4,quarter,False,True
P2,Oboe,37,,,,,4,quarter,False,True
P2,Oboe,38,,,,,12,,False,True
P2,Oboe,39,,,,,4,quarter,False,True
P2,Oboe,39,,,,,4,quarter,False,True
P2,Oboe,39,D,D,,5,4,quarter,False,False
P2,Oboe,40,Eb,E,-1,5,6,quarter,True,False
P2,Oboe,40,D,D,,5,2,eighth,False,False
P2,Oboe,40,C,C,,5,1,16th,False,False
P2,Oboe,40,Eb,E,-1,5,1,16th,False,False
P2,Oboe,40,D,D,,5,2,eighth,False,False
P2,Oboe,41,C,C,,5,2,eighth,False,False
P2,Oboe,41,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,41,A,A,,4,2,eighth,False,False
P2,Oboe,41,G,G,,4,2,eighth,False,False
P2,Oboe,41,A,A,,4,2,eighth,False,False
P2,Oboe,41,Bb,B,-1,4,1,16th,False,False
P2,Oboe,41,C,C,,5,1,16th,False,False
P2,Oboe,42,Bb,B,-1,4,6,quarter,True,False
P2,Oboe,42,A,A,,4,2,eighth,False,False
P2,Oboe,42,A,A,,4,2,eighth,False,False
P2,Oboe,42,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,43,G,G,,4,4,quarter,False,False
P2,Oboe,43,,,,,4,quarter,False,True
P2,Oboe,43,D,D,,5,4,quarter,False,False
P2,Oboe,44,E,E,,5,6,quarter,True,False
P2,Oboe,44,F,F,,5,1,16th,False,False
P2,Oboe,44,G,G,,5,1,16th,False,False
P2,Oboe,44,F,F,,5,1,16th,False,False
P2,Oboe,44,E,E,,5,1,16th,False,False
P2,Oboe,44,F,F,,5,2,eighth,False,False
P2,Oboe,45,C#,C,1,5,4,quarter,False,False
P2,Oboe,45,B,B,,4,2,eighth,False,False
P2,Oboe,45,A,A,,4,2,eighth,False,False
P2,Oboe,45,,,,,4,quarter,False,True
P2,Oboe,46,,,,,4,quarter,False,True
P2,Oboe,46,,,,,4,quarter,False,True
P2,Oboe,46,D,D,,5,4,quarter,False,False
P2,Oboe,47,D,D,,5,2,eighth,False,False
P2,Oboe,47,C#,C,1,5,2,eighth,False,False
P2,Oboe,47,,,,,4,quarter,False,True
P2,Oboe,47,E,E,,5,4,quarter,False,False
P2,Oboe,48,E,E,,5,2,eighth,False,False
P2,Oboe,48,D,D,,5,2,eighth,False,False
P2,Oboe,48,,,,,4,quarter,False,True
P2,Oboe,48,,,,,4,quarter,False,True
P2,Oboe,49,,,,,4,quarter,False,True
P2,Oboe,49,E,E,,4,4,quarter,False,False
P2,Oboe,49,G,G,,4,4,quarter,False,False
P2,Oboe,50,G,G,,4,2,eighth,False,False
P2,Oboe,50,F#,F,1,4,2,eighth,False,False
P2,Oboe,50,,,,,4,quarter,False,True
P2,Oboe,50,F#,F,1,5,4,quarter,False,False
P2,Oboe,51,F#,F,1,5,2,eighth,False,False
P2,Oboe,51,G,G,,5,2,eighth,False,False
P2,Oboe,51,,,,,4,quarter,False,True
P2,Oboe,51,,,,,4,quarter,False,True
P2,Oboe,52,,,,,4,quarter,False,True
P2,Oboe,52,G,G,,4,4,quarter,False,False
P2,Oboe,52,Bb,B,-1,4,4,quarter,False,False
P2,Oboe,53,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,53,A,A,,4,2,eighth,False,False
P2,Oboe,53,,,,,4,quarter,False,True
P2,Oboe,53,A,A,,4,4,quarter,False,False
P2,Oboe,54,A,A,,4,2,eighth,False,False
P2,Oboe,54,Bb,B,-1,4,2,eighth,False,False
P2,Oboe,54,,,,,4,quarter,False,True
P2,Oboe,54,,,,,4,quarter,False,True
P2,Oboe,55,,,,,4,quarter,False,True
P2,Oboe,55,Bb,B,-1,5,4,quarter,False,False
P2,Oboe,55,D,D,,5,4,quarter,False,False
P2,Oboe,56,D,D,,5,2,eighth,False,False
P2,Oboe,56,C#,C,1,5,2,eighth,False,False
P2,Oboe,56,,,,,4,quarter,False,True
P2,Oboe,56,E,E,,5,4,quarter,False,False
P2,Oboe,57,E,E,,5,2,eighth,False,False
P2,Oboe,57,D,D,,5,2,eighth,False,False
P2,Oboe,57,,,,,4,quarter,False,True
P2,Oboe,57,,,,,4,quarter,False,True
P2,Oboe,58,,,,,12,,False,True
P2,Oboe,59,,,,,4,quarter,False,True
P2,Oboe,59,,,,,4,quarter,False,True
P2,Oboe,59,D,D,,6,4,quarter,False,False
P2,Oboe,60,Bb,B,-1,5,6,quarter,True,False
P2,Oboe,60,A,A,,5,2,eighth,False,False
P2,Oboe,60,G,G,,5,1,16th,False,False
P2,Oboe,60,Bb,B,-1,5,1,16th,False,False
P2,Oboe,60,A,A,,5,2,eighth,False,False
P2,Oboe,61,G,G,,5,2,eighth,False,False
P2,Oboe,61,F,F,,5,2,eighth,False,False
P2,Oboe,61,E,E,,5,2,eighth,False,False
P2,Oboe,61,D,D,,5,2,eighth,False,False
P2,Oboe,61,E,E,,5,2,eighth,False,False
P2,Oboe,61,F,F,,5,1,16th,False,False
P2,Oboe,61,G,G,,5,1,16th,False,False
P2,Oboe,62,F,F,,5,6,quarter,True,False
P2,Oboe,62,E,E,,5,2,eighth,False,False
P2,Oboe,62,E,E,,5,2,eighth,False,False
P2,Oboe,62,F,F,,5,2,eighth,False,False
P2,Oboe,63,C#,C,1,5,6,quarter,True,False
P2,Oboe,63,D,D,,5,2,eighth,False,False
P2,Oboe,63,G#,G,1,4,4,quarter,False,False
P2,Oboe,64,G#,G,1,4,2,eighth,False,False
P2,Oboe,64,A,A,,4,2,eighth,False,False
P2,Oboe,64,F,F,,4,4,quarter,False,False
P2,Oboe,64,E,E,,4,2,eighth,False,False
