part,measure,step,alter,octave,duration,type,dotted,rest
P1,1,F,,4,4,eighth,False,False
P1,2,A,,4,4,eighth,False,False
P1,2,C,,5,4,eighth,False,False
P1,2,A,,4,4,eighth,False,False
P1,2,F,,4,4,eighth,False,False
P1,2,A,,4,4,eighth,False,False
P1,2,C,,5,4,eighth,False,False
P1,2,F,,5,4,eighth,False,False
P1,2,C,,5,4,eighth,False,False
P1,3,A,,4,4,eighth,False,False
P1,3,C,,5,4,eighth,False,False
P1,3,A,,4,4,eighth,False,False
P1,3,F,,4,4,eighth,False,False
P1,3,A,,4,4,eighth,False,False
P1,3,C,,5,4,eighth,False,False
P1,3,F,,5,2,16th,False,False
P1,3,G,,5,2,16th,False,False
P1,3,A,,5,2,16th,False,False
P1,3,B,-1,5,2,16th,False,False
P1,4,C,,6,4,eighth,False,False
P1,4,C,,6,4,eighth,False,False
P1,4,C,,6,4,eighth,False,False
P1,4,C,,6,4,eighth,False,False
P1,4,C,,6,16,half,False,False
P1,5,C,,6,24,half,True,False
P1,5,,,,4,eighth,False,True
P1,5,F,,5,4,eighth,False,False
P1,6,F,,5,4,eighth,False,False
P1,6,C,,5,4,eighth,False,False
P1,6,C,,5,4,eighth,False,False
P1,6,A,,4,4,eighth,False,False
P1,6,A,,4,4,eighth,False,False
P1,6,F,,4,4,eighth,False,False
P1,6,F,,4,4,eighth,False,False
P1,6,F,,5,4,eighth,False,False
P1,7,F,,5,4,eighth,False,False
P1,7,C,,5,4,eighth,False,False
P1,7,C,,5,4,eighth,False,False
P1,7,A,,4,4,eighth,False,False
P1,7,A,,4,4,eighth,False,False
P1,7,F,,4,4,eighth,False,False
P1,7,F,,4,4,eighth,False,False
P1,7,C,,5,2,16th,False,False
P1,7,C,,5,2,16th,False,False
P1,8,C,,5,8,quarter,False,False
P1,8,,,,4,eighth,False,True
P1,8,C,,5,2,16th,False,False
P1,8,C,,5,2,16th,False,False
P1,8,C,,5,8,quarter,False,False
P1,8,,,,4,eighth,False,True
P1,8,C,,5,2,16th,False,False
P1,8,C,,5,2,16th,False,False
P1,9,C,,5,4,eighth,False,False
P1,9,F,,5,2,16th,False,False
P1,9,C,,5,2,16th,False,False
P1,9,A,,4,2,16th,False,False
P1,9,F,,4,2,16th,False,False
P1,9,C,,5,4,eighth,False,False
P1,9,A,,4,8,quarter,False,False
P1,9,,,,8,quarter,False,True
P1,10,,,,32,,False,True
P1,11,,,,16,half,False,True
P1,11,,,,8,quarter,False,True
P1,11,,,,4,eighth,False,True
P1,11,F,,4,4,eighth,False,False
P1,12,A,,4,4,eighth,False,False
P1,12,C,,5,4,eighth,False,False
P1,12,A,,4,4,eighth,False,False
P1,12,F,,4,4,eighth,False,False
P1,12,A,,4,4,eighth,False,False
P1,12,C,,5,4,eighth,False,False
P1,12,F,,5,4,eighth,False,False
P1,12,C,,5,4,eighth,False,False
P1,13,A,,4,4,eighth,False,False
P1,13,C,,5,4,eighth,False,False
P1,13,A,,4,4,eighth,False,False
P1,13,F,,4,4,eighth,False,False
P1,13,A,,4,4,eighth,False,False
P1,13,C,,5,4,eighth,False,False
P1,13,F,,5,8,quarter,False,False
P1,14,,,,32,,False,True
P1,15,,,,16,half,False,True
P1,15,,,,8,quarter,False,True
P1,15,,,,4,eighth,False,True
P1,15,C,,5,4,eighth,False,False
P1,16,C,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,16,E,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,16,C,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,16,E,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,16,C,,6,2,16th,False,False
P1,16,B,,5,2,16th,False,False
P1,16,C,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,16,E,,6,2,16th,False,False
P1,16,F,,6,2,16th,False,False
P1,16,E,,6,2,16th,False,False
P1,16,D,,6,2,16th,False,False
P1,17,C,,6,2,16th,False,False
P1,17,D,,6,2,16th,False,False
P1,17,E,,6,2,16th,False,False
P1,17,D,,6,2,16th,False,False
P1,17,C,,6,2,16th,False,False
P1,17,D,,6,2,16th,False,False
P1,17,E,,6,2,16th,False,False
P1,17,D,,6,2,16th,False,False
P1,17,C,,6,4,eighth,False,False
P1,17,C,,5,4,eighth,False,False
P1,17,,,,8,quarter,False,True
P1,18,,,,32,,False,True
P1,19,,,,16,half,False,True
P1,19,,,,8,quarter,False,True
P1,19,,,,4,eighth,False,True
P1,19,C,,5,4,eighth,False,False
P1,20,C,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,20,E,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,20,C,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,20,E,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,20,C,,6,2,16th,False,False
P1,20,B,,5,2,16th,False,False
P1,20,C,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,20,E,,6,2,16th,False,False
P1,20,F,,6,2,16th,False,False
P1,20,E,,6,2,16th,False,False
P1,20,D,,6,2,16th,False,False
P1,21,C,,6,2,16th,False,False
P1,21,D,,6,2,16th,False,False
P1,21,E,,6,2,16th,False,False
P1,21,D,,6,2,16th,False,False
P1,21,C,,6,2,16th,False,False
P1,21,D,,6,2,16th,False,False
P1,21,E,,6,2,16th,False,False
P1,21,D,,6,2,16th,False,False
P1,21,C,,6,4,eighth,False,False
P1,21,C,,5,4,eighth,False,False
P1,21,,,,4,eighth,False,True
P1,21,G,,5,4,eighth,False,False
P1,22,A,,5,2,16th,False,False
P1,22,B,,5,2,16th,False,False
P1,22,A,,5,2,16th,False,False
P1,22,B,,5,2,16th,False,False
P1,22,B,,5,6,eighth,True,False
P1,22,A,,5,1,32nd,False,False
P1,22,B,,5,1,32nd,False,False
P1,22,C,,6,2,16th,False,False
P1,22,B,,5,2,16th,False,False
P1,22,C,,6,2,16th,False,False
P1,22,D,,6,2,16th,False,False
P1,22,C,,6,2,16th,False,False
P1,22,B,,5,2,16th,False,False
P1,22,A,,5,2,16th,False,False
P1,22,G,,5,2,16th,False,False
P1,23,A,,5,2,16th,False,False
P1,23,G,,5,2,16th,False,False
P1,23,A,,5,2,16th,False,False
P1,23,C,,6,2,16th,False,False
P1,23,B,,5,2,16th,False,False
P1,23,A,,5,2,16th,False,False
P1,23,G,,5,2,16th,False,False
P1,23,F,,5,2,16th,False,False
P1,23,G,,5,4,eighth,False,False
P1,23,C,,5,4,eighth,False,False
P1,23,,,,4,eighth,False,True
P1,23,G,,5,2,16th,False,False
P1,23,G,,5,2,16th,False,False
P1,24,G,,5,8,quarter,False,False
P1,24,,,,4,eighth,False,True
P1,24,G,,5,2,16th,False,False
P1,24,G,,5,2,16th,False,False
P1,24,G,,5,8,quarter,False,False
P1,24,,,,4,eighth,False,True
P1,24,G,,5,2,16th,False,False
P1,24,G,,5,2,16th,False,False
P1,25,G,,5,8,quarter,False,False
P1,25,,,,4,eighth,False,True
P1,25,G,,5,2,16th,False,False
P1,25,G,,5,2,16th,False,False
P1,25,G,,5,8,quarter,False,False
P1,25,,,,4,eighth,False,True
P1,25,G,,5,4,eighth,False,False
P1,26,G,,5,4,eighth,False,False
P1,26,C,,6,2,16th,False,False
P1,26,B,,5,2,16th,False,False
P1,26,C,,6,4,eighth,False,False
P1,26,G,,5,4,eighth,False,False
P1,26,G,,5,4,eighth,False,False
P1,26,E,,6,2,16th,False,False
P1,26,D,1,6,2,16th,False,False
P1,26,E,,6,4,eighth,False,False
P1,26,G,,5,4,eighth,False,False
P1,27,G,,5,4,eighth,False,False
P1,27,C,,6,2,16th,False,False
P1,27,B,,5,2,16th,False,False
P1,27,C,,6,4,eighth,False,False
P1,27,G,,5,4,eighth,False,False
P1,27,G,,5,4,eighth,False,False
P1,27,E,,6,2,16th,False,False
P1,27,D,,6,2,16th,False,False
P1,27,E,,6,8,quarter,False,False
P1,28,,,,4,eighth,False,True
P1,28,G,,5,2,16th,False,False
P1,28,A,,5,2,16th,False,False
P1,28,G,,5,4,eighth,False,False
P1,28,C,,6,4,eighth,False,False
P1,28,B,,5,4,eighth,False,False
P1,28,G,,5,2,16th,False,False
P1,28,A,,5,2,16th,False,False
P1,28,G,,5,4,eighth,False,False
P1,28,C,,6,4,eighth,False,False
P1,29,C,,5,8,quarter,False,False
P1,29,,,,8,quarter,False,True
P1,29,,,,8,quarter,False,True
P1,29,,,,4,eighth,False,True
P1,29,C,,6,4,eighth,False,False
P1,30,D,,6,2,16th,False,False
P1,30,E,,6,2,16th,False,False
P1,30,D,,6,2,16th,False,False
P1,30,E,,6,2,16th,False,False
P1,30,E,,6,6,eighth,True,False
P1,30,D,,6,1,32nd,False,False
P1,30,E,,6,1,32nd,False,False
P1,30,F,,6,4,eighth,False,False
P1,30,F,,5,2,16th,False,False
P1,30,G,,5,2,16th,False,False
P1,30,A,,5,2,16th,False,False
P1,30,B,-1,5,2,16th,False,False
P1,30,C,,6,2,16th,False,False
P1,30,A,,5,2,16th,False,False
P1,31,D,,6,2,16th,False,False
P1,31,B,-1,5,2,16th,False,False
P1,31,G,,5,2,16th,False,False
P1,31,B,-1,5,2,16th,False,False
P1,31,C,,5,2,16th,False,False
P1,31,G,,5,2,16th,False,False
P1,31,C,,6,2,16th,False,False
P1,31,B,-1,5,2,16th,False,False
P1,31,A,,5,2,16th,False,False
P1,31,B,-1,5,2,16th,False,False
P1,31,C,,6,2,16th,False,False
P1,31,A,,5,2,16th,False,False
P1,31,F,,5,4,eighth,False,False
P1,31,A,,5,4,eighth,False,False
P1,32,A,,5,32,whole,False,False
P1,33,A,,5,16,half,False,False
P1,33,,,,4,eighth,False,True
P1,33,A,,5,4,eighth,False,False
P1,33,D,,6,4,eighth,False,False
P1,33,A,,5,4,eighth,False,False
P1,34,B,-1,5,16,half,False,False
P1,34,B,-1,5,4,eighth,False,False
P1,34,G,,5,4,eighth,False,False
P1,34,C,,6,4,eighth,False,False
P1,34,G,,5,4,eighth,False,False
P1,35,A,,5,16,half,False,False
P1,35,A,,5,4,eighth,False,False
P1,35,F,,5,4,eighth,False,False
P1,35,B,-1,5,4,eighth,False,False
P1,35,F,,5,4,eighth,False,False
P1,36,G,,5,16,half,False,False
P1,36,G,,5,4,eighth,False,False
P1,36,F,,5,2,16th,False,False
P1,36,G,,5,2,16th,False,False
P1,36,A,,5,4,eighth,False,False
P1,36,G,,5,4,eighth,False,False
P1,37,F,,5,4,eighth,False,False
P1,37,D,,6,2,16th,False,False
P1,37,C,1,6,2,16th,False,False
P1,37,D,,6,4,eighth,False,False
P1,37,A,,5,4,eighth,False,False
P1,37,A,,5,4,eighth,False,False
P1,37,F,,6,2,16th,False,False
P1,37,E,,6,2,16th,False,False
P1,37,F,,6,4,eighth,False,False
P1,37,A,,5,4,eighth,False,False
P1,38,A,,5,4,eighth,False,False
P1,38,D,,6,2,16th,False,False
P1,38,C,1,6,2,16th,False,False
P1,38,D,,6,4,eighth,False,False
P1,38,A,,5,4,eighth,False,False
P1,38,A,,5,4,eighth,False,False
P1,38,F,,6,2,16th,False,False
P1,38,E,,6,2,16th,False,False
P1,38,F,,6,4,eighth,False,False
P1,38,,,,4,eighth,False,True
P1,39,,,,4,eighth,False,True
P1,39,A,,4,2,16th,False,False
P1,39,A,,4,2,16th,False,False
P1,39,A,,4,8,quarter,False,False
P1,39,,,,4,eighth,False,True
P1,39,A,,4,2,16th,False,False
P1,39,A,,4,2,16th,False,False
P1,39,A,,4,8,quarter,False,False
P1,40,,,,4,eighth,False,True
P1,40,A,,4,2,16th,False,False
P1,40,A,,4,2,16th,False,False
P1,40,A,,4,4,eighth,False,False
P1,40,A,,4,4,eighth,False,False
P1,40,F,,4,8,quarter,False,False
P1,40,,,,4,eighth,False,True
P1,40,A,,5,4,eighth,False,False
P1,41,A,,5,4,eighth,False,False
P1,41,F,,5,2,16th,False,False
P1,41,G,,5,2,16th,False,False
P1,41,A,,5,4,eighth,False,False
P1,41,F,,5,2,16th,False,False
P1,41,G,,5,2,16th,False,False
P1,41,A,,5,4,eighth,False,False
P1,41,D,,6,4,eighth,False,False
P1,41,A,,5,4,eighth,False,False
P1,41,D,,6,4,eighth,False,False
P1,42,A,,5,4,eighth,False,False
P1,42,F,,5,2,16th,False,False
P1,42,G,,5,2,16th,False,False
P1,42,A,,5,4,eighth,False,False
P1,42,F,,5,2,16th,False,False
P1,42,G,,5,2,16th,False,False
P1,42,A,,5,4,eighth,False,False
P1,42,D,,6,4,eighth,False,False
P1,42,A,,5,4,eighth,False,False
P1,42,D,,6,2,16th,False,False
P1,42,C,,6,2,16th,False,False
P1,43,B,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,G,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,B,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,G,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,B,,5,2,16th,False,False
P1,43,C,,6,2,16th,False,False
P1,43,B,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,G,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,43,G,,5,2,16th,False,False
P1,43,A,,5,2,16th,False,False
P1,44,B,,5,2,16th,False,False
P1,44,A,,5,2,16th,False,False
P1,44,G,,5,2,16th,False,False
P1,44,A,,5,2,16th,False,False
P1,44,B,,5,2,16th,False,False
P1,44,A,,5,2,16th,False,False
P1,44,G,,5,2,16th,False,False
P1,44,A,,5,2,16th,False,False
P1,44,B,,5,2,16th,False,False
P1,44,C,,6,2,16th,False,False
P1,44,B,,5,2,16th,False,False
P1,44,A,,5,2,16th,False,False
P1,44,G,,5,8,quarter,False,False
P1,45,,,,32,,False,True
P1,46,,,,16,half,False,True
P1,46,,,,8,quarter,False,True
P1,46,,,,4,eighth,False,True
P1,46,C,,5,4,eighth,False,False
P1,47,F,,5,4,eighth,False,False
P1,47,C,,5,4,eighth,False,False
P1,47,A,,4,4,eighth,False,False
P1,47,C,,5,4,eighth,False,False
P1,47,F,,4,4,eighth,False,False
P1,47,C,,5,4,eighth,False,False
P1,47,A,,4,4,eighth,False,False
P1,47,C,,5,4,eighth,False,False
P1,48,F,,5,4,eighth,False,False
P1,48,C,,5,4,eighth,False,False
P1,48,A,,4,4,eighth,False,False
P1,48,C,,5,4,eighth,False,False
P1,48,F,,4,8,quarter,False,False
P1,48,,,,4,eighth,False,True
P1,48,C,,5,2,16th,False,False
P1,48,C,,5,2,16th,False,False
P1,49,C,,5,8,quarter,False,False
P1,49,,,,4,eighth,False,True
P1,49,C,,5,2,16th,False,False
P1,49,C,,5,2,16th,False,False
P1,49,C,,5,8,quarter,False,False
P1,49,,,,4,eighth,False,True
P1,49,C,,5,2,16th,False,False
P1,49,C,,5,2,16th,False,False
P1,50,C,,5,8,quarter,False,False
P1,50,,,,4,eighth,False,True
P1,50,C,,5,2,16th,False,False
P1,50,C,,5,2,16th,False,False
P1,50,C,,5,8,quarter,False,False
P1,50,,,,8,quarter,False,True
P1,51,,,,4,eighth,False,True
P1,51,F,,4,4,eighth,False,False
P1,51,A,,4,4,eighth,False,False
P1,51,C,,5,4,eighth,False,False
P1,51,F,,5,4,eighth,False,False
P1,51,C,,5,4,eighth,False,False
P1,51,A,,4,4,eighth,False,False
P1,51,F,,4,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,52,A,,5,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,53,D,,6,4,eighth,False,False
P1,54,D,,6,2,16th,False,False
P1,54,E,-1,6,2,16th,False,False
P1,54,F,,6,2,16th,False,False
P1,54,E,-1,6,2,16th,False,False
P1,54,D,,6,2,16th,False,False
P1,54,E,-1,6,2,16th,False,False
P1,54,D,,6,2,16th,False,False
P1,54,C,,6,2,16th,False,False
P1,54,B,,5,2,16th,False,False
P1,54,C,,6,2,16th,False,False
P1,54,D,,6,2,16th,False,False
P1,54,C,,6,2,16th,False,False
P1,54,B,,5,2,16th,False,False
P1,54,C,,6,2,16th,False,False
P1,54,D,,6,2,16th,False,False
P1,54,E,-1,6,2,16th,False,False
P1,55,A,,5,8,quarter,False,False
P1,55,,,,8,quarter,False,True
P1,55,,,,16,half,False,True
P1,56,C,,5,4,eighth,False,False
P1,56,E,-1,5,2,16th,False,False
P1,56,D,,5,2,16th,False,False
P1,56,C,,5,4,eighth,False,False
P1,56,A,,5,2,16th,False,False
P1,56,G,,5,2,16th,False,False
P1,56,F,,5,4,eighth,False,False
P1,56,C,,6,2,16th,False,False
P1,56,B,-1,5,2,16th,False,False
P1,56,A,,5,2,16th,False,False
P1,56,G,,5,2,16th,False,False
P1,56,F,,5,2,16th,False,False
P1,56,E,-1,5,2,16th,False,False
P1,57,F,,5,4,eighth,False,False
P1,57,B,-1,5,2,16th,False,False
P1,57,A,,5,2,16th,False,False
P1,57,B,-1,5,4,eighth,False,False
P1,57,F,,5,4,eighth,False,False
P1,57,F,,5,4,eighth,False,False
P1,57,D,,6,2,16th,False,False
P1,57,C,,6,2,16th,False,False
P1,57,D,,6,4,eighth,False,False
P1,57,F,,5,4,eighth,False,False
P1,58,F,,5,4,eighth,False,False
P1,58,B,-1,5,2,16th,False,False
P1,58,A,,5,2,16th,False,False
P1,58,B,-1,5,4,eighth,False,False
P1,58,F,,5,4,eighth,False,False
P1,58,F,,5,4,eighth,False,False
P1,58,D,,6,2,16th,False,False
P1,58,C,,6,2,16th,False,False
P1,58,D,,6,4,eighth,False,False
P1,58,F,,5,2,16th,False,False
P1,58,F,,5,2,16th,False,False
P1,59,F,,5,8,quarter,False,False
P1,59,,,,4,eighth,False,True
P1,59,F,,4,2,16th,False,False
P1,59,F,,4,2,16th,False,False
P1,59,F,,4,8,quarter,False,False
P1,59,,,,4,eighth,False,True
P1,59,F,,5,2,16th,False,False
P1,59,F,,5,2,16th,False,False
P1,60,B,-1,5,2,16th,False,False
P1,60,C,,6,2,16th,False,False
P1,60,B,-1,5,2,16th,False,False
P1,60,C,,6,2,16th,False,False
P1,60,C,,6,6,eighth,True,False
P1,60,B,-1,5,2,16th,False,False
P1,60,B,-1,5,8,quarter,False,False
P1,60,,,,8,quarter,False,True
P1,61,,,,32,,False,True
P1,62,,,,32,,False,True
P1,63,,,,32,,False,True
P1,64,,,,32,,False,True
P1,65,,,,32,,False,True
P1,66,,,,16,half,False,True
P1,66,,,,8,quarter,False,True
P1,66,,,,4,eighth,False,True
P1,66,G,,5,4,eighth,False,False
P1,67,A,,5,2,16th,False,False
P1,67,B,,5,2,16th,False,False
P1,67,A,,5,2,16th,False,False
P1,67,B,,5,2,16th,False,False
P1,67,B,,5,6,eighth,True,False
P1,67,A,,5,1,32nd,False,False
P1,67,B,,5,1,32nd,False,False
P1,67,C,,6,2,16th,False,False
P1,67,B,,5,2,16th,False,False
P1,67,C,,6,2,16th,False,False
P1,67,D,,6,2,16th,False,False
P1,67,C,,6,2,16th,False,False
P1,67,D,,6,2,16th,False,False
P1,67,E,-1,6,2,16th,False,False
P1,67,C,,6,2,16th,False,False
P1,68,D,,6,2,16th,False,False
P1,68,E,-1,6,2,16th,False,False
P1,68,D,,6,2,16th,False,False
P1,68,C,,6,2,16th,False,False
P1,68,B,,5,2,16th,False,False
P1,68,A,,5,2,16th,False,False
P1,68,G,,5,2,16th,False,False
P1,68,F,,5,2,16th,False,False
P1,68,E,-1,5,2,16th,False,False
P1,68,F,,5,2,16th,False,False
P1,68,G,,5,2,16th,False,False
P1,68,E,-1,5,2,16th,False,False
P1,68,C,,5,4,eighth,False,False
P1,68,C,,5,4,eighth,False,False
P1,69,E,-1,5,4,eighth,False,False
P1,69,G,,5,4,eighth,False,False
P1,69,E,-1,5,4,eighth,False,False
P1,69,C,,5,4,eighth,False,False
P1,69,E,-1,5,4,eighth,False,False
P1,69,G,,5,4,eighth,False,False
P1,69,C,,6,4,eighth,False,False
P1,69,G,,5,4,eighth,False,False
P1,70,E,-1,5,4,eighth,False,False
P1,70,G,,5,4,eighth,False,False
P1,70,E,-1,5,4,eighth,False,False
P1,70,C,,5,4,eighth,False,False
P1,70,E,-1,5,4,eighth,False,False
P1,70,G,,5,4,eighth,False,False
P1,70,C,,6,8,quarter,False,False
P1,71,,,,4,eighth,False,True
P1,71,G,,5,2,16th,False,False
P1,71,G,,5,2,16th,False,False
P1,71,G,,5,8,quarter,False,False
P1,71,,,,4,eighth,False,True
P1,71,G,,5,2,16th,False,False
P1,71,G,,5,2,16th,False,False
P1,71,G,,5,8,quarter,False,False
P1,72,,,,4,eighth,False,True
P1,72,G,,5,2,16th,False,False
P1,72,G,,5,2,16th,False,False
P1,72,G,,5,8,quarter,False,False
P1,72,,,,4,eighth,False,True
P1,72,G,,5,2,16th,False,False
P1,72,G,,5,2,16th,False,False
P1,72,G,,5,8,quarter,False,False
P1,73,,,,4,eighth,False,True
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,73,B,-1,5,4,eighth,False,False
P1,74,A,,5,4,eighth,False,False
P1,74,F,,4,4,eighth,False,False
P1,74,A,,4,4,eighth,False,False
P1,74,C,,5,4,eighth,False,False
P1,74,F,,5,4,eighth,False,False
P1,74,C,,5,4,eighth,False,False
P1,74,A,,4,4,eighth,False,False
P1,74,F,,4,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,75,A,,5,4,eighth,False,False
P1,76,B,-1,5,4,eighth,False,False
P1,76,G,,5,2,16th,False,False
P1,76,A,,5,2,16th,False,False
P1,76,B,-1,5,4,eighth,False,False
P1,76,G,,5,2,16th,False,False
P1,76,A,,5,2,16th,False,False
P1,76,B,-1,5,4,eighth,False,False
P1,76,D,,6,4,eighth,False,False
P1,76,B,-1,5,4,eighth,False,False
P1,76,D,,6,4,eighth,False,False
P1,77,B,-1,5,4,eighth,False,False
P1,77,G,,5,2,16th,False,False
P1,77,A,,5,2,16th,False,False
P1,77,B,-1,5,4,eighth,False,False
P1,77,G,,5,2,16th,False,False
P1,77,A,,5,2,16th,False,False
P1,77,B,-1,5,4,eighth,False,False
P1,77,D,,6,4,eighth,False,False
P1,77,G,,6,4,eighth,False,False
P1,77,D,,6,4,eighth,False,False
P1,78,E,-1,6,8,quarter,False,False
P1,78,,,,8,quarter,False,True
P1,78,,,,4,eighth,False,True
P1,78,C,,6,4,eighth,False,False
P1,78,F,,6,4,eighth,False,False
P1,78,C,,6,4,eighth,False,False
P1,79,D,,6,8,quarter,False,False
P1,79,,,,8,quarter,False,True
P1,79,,,,4,eighth,False,True
P1,79,B,-1,5,4,eighth,False,False
P1,79,E,-1,6,4,eighth,False,False
P1,79,B,-1,5,4,eighth,False,False
P1,80,C,,6,8,quarter,False,False
P1,80,,,,8,quarter,False,True
P1,80,,,,4,eighth,False,True
P1,80,A,,5,4,eighth,False,False
P1,80,D,,6,4,eighth,False,False
P1,80,C,,6,4,eighth,False,False
P1,81,B,-1,5,4,eighth,False,False
P1,81,G,,5,4,eighth,False,False
P1,81,B,-1,5,4,eighth,False,False
P1,81,D,,6,4,eighth,False,False
P1,81,G,,6,4,eighth,False,False
P1,81,D,,6,4,eighth,False,False
P1,81,B,-1,5,4,eighth,False,False
P1,81,D,,6,4,eighth,False,False
P1,82,B,-1,5,4,eighth,False,False
P1,82,G,,5,4,eighth,False,False
P1,82,B,-1,5,4,eighth,False,False
P1,82,D,,6,4,eighth,False,False
P1,82,G,,6,4,eighth,False,False
P1,82,D,,6,4,eighth,False,False
P1,82,B,-1,5,4,eighth,False,False
P1,82,G,,5,4,eighth,False,False
P1,83,,,,32,,False,True
P1,84,,,,16,half,False,True
P1,84,,,,8,quarter,False,True
P1,84,,,,4,eighth,False,True
P1,84,G,,5,2,16th,False,False
P1,84,A,,5,2,16th,False,False
P1,85,B,-1,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,85,G,,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,85,B,-1,5,4,eighth,False,False
P1,85,G,,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,85,B,-1,5,2,16th,False,False
P1,85,C,,6,2,16th,False,False
P1,85,B,-1,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,85,G,,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,85,G,,5,2,16th,False,False
P1,85,A,,5,2,16th,False,False
P1,86,B,-1,5,2,16th,False,False
P1,86,A,,5,2,16th,False,False
P1,86,G,,5,2,16th,False,False
P1,86,A,,5,2,16th,False,False
P1,86,B,-1,5,4,eighth,False,False
P1,86,G,,5,2,16th,False,False
P1,86,A,,5,2,16th,False,False
P1,86,B,-1,5,2,16th,False,False
P1,86,C,,6,2,16th,False,False
P1,86,B,-1,5,2,16th,False,False
P1,86,A,,5,2,16th,False,False
P1,86,G,,5,8,quarter,False,False
P1,87,,,,4,eighth,False,True
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,87,A,,4,4,eighth,False,False
P1,88,A,,4,4,eighth,False,False
P1,88,A,,4,4,eighth,False,False
P1,88,A,,4,4,eighth,False,False
P1,88,A,,4,4,eighth,False,False
P1,88,A,,4,8,quarter,False,False
P1,88,,,,8,quarter,False,True
P1,89,,,,8,quarter,False,True
P1,89,,,,4,eighth,False,True
P1,89,A,,5,4,eighth,False,False
P1,89,A,,5,4,eighth,False,False
P1,89,F,,5,2,16th,False,False
P1,89,G,,5,2,16th,False,False
P1,89,A,,5,4,eighth,False,False
P1,89,F,,5,2,16th,False,False
P1,89,G,,5,2,16th,False,False
P1,90,A,,5,4,eighth,False,False
P1,90,D,,6,4,eighth,False,False
P1,90,A,,5,4,eighth,False,False
P1,90,D,,6,4,eighth,False,False
P1,90,A,,5,4,eighth,False,False
P1,90,F,,5,2,16th,False,False
P1,90,G,,5,2,16th,False,False
P1,90,A,,5,4,eighth,False,False
P1,90,D,,6,4,eighth,False,False
P1,91,B,-1,5,4,eighth,False,False
P1,91,D,,6,4,eighth,False,False
P1,91,B,-1,5,4,eighth,False,False
P1,91,D,,6,4,eighth,False,False
P1,91,C,,6,4,eighth,False,False
P1,91,G,,5,4,eighth,False,False
P1,91,C,,6,4,eighth,False,False
P1,91,G,,5,4,eighth,False,False
P1,92,A,,5,4,eighth,False,False
P1,92,C,,6,4,eighth,False,False
P1,92,A,,5,4,eighth,False,False
P1,92,C,,6,4,eighth,False,False
P1,92,B,,5,2,16th,False,False
P1,92,C,,6,2,16th,False,False
P1,92,B,,5,2,16th,False,False
P1,92,C,,6,2,16th,False,False
P1,92,D,,6,2,16th,False,False
P1,92,C,,6,2,16th,False,False
P1,92,B,,5,2,16th,False,False
