-1.-2.2.1.-12.0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
-2.2.1.-12.0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
2.1.-12.0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
1.-12.0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
-12.0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
0.12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
12.2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
2.-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
-2.2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
2.1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
1.-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
-15.0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
0.15.-1.-2.2.1.-15.0.15.2.-2.2.2
15.-1.-2.2.1.-15.0.15.2.-2.2.2
-1.-2.2.1.-15.0.15.2.-2.2.2
-2.2.1.-15.0.15.2.-2.2.2
2.1.-15.0.15.2.-2.2.2
1.-15.0.15.2.-2.2.2
-15.0.15.2.-2.2.2
0.15.2.-2.2.2
15.2.-2.2.2
2.-2.2.2.-12
-2.2.2.-12
2.2.-12.0
2.-12.0
2.2.-2.-2.-1.-2
2.-2.-2.-1.-2
-2.-2.-1.-2.-2
-2.-1.-2.-2
-1.-2.-2.-2.2
-2.-2.-2.2
-2.-2.2.2.-2.2.2.1
-2.2.2.-2.2.2.1
2.2.-2.2.2.1
2.-2.2.2.1
-2.2.2.1
2.2.1.-1.-2.-2
2.1.-1.-2.-2
1.-1.-2.-2
-1.-2.-2.-2
-2.-2.-2
-2.-2.-1.-2.2.1.-1
-2.-1.-2.2.1.-1
-1.-2.2.1.-1.1.2.2
-2.2.1.-1.1.2.2
2.1.-1.1.2.2
1.-1.1.2.2
-1.1.2.2
1.2.2
2.2.2.1
2.2.1
2.1.-3
5.2.-2
2.-2.-2.-1
-2.-2.-1
-1.-2.-2.2
